측정소명,자치구,회차,수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,SS(㎎/L),pollution_score,날짜,cum_rainfall,flag
고덕천,강동구,1,21.5,8.4,1.4,4.3,2.482,0.106,2.2,7.8,14.0,0,2019-06-13,0.0,0.0
목감천1,구로구,1,23.5,6.3,2.0,6.7,7.481,0.183,4.5,7.2,17.4,0,2019-06-13,0.0,0.0
성내천,강동구,1,24.3,5.7,2.1,4.2,1.571,0.097,2.5,7.8,8.8,0,2019-06-13,0.0,0.0
성북천,동대문구,1,24.4,11.3,1.2,2.3,3.865,0.025,1.4,7.7,4.2,0,2019-06-13,0.0,0.0
안양천10,양천구,1,24.8,4.7,2.3,6.8,4.45,0.158,4.9,7.1,16.6,1,2019-06-13,0.0,0.0
양재천2,강남구,1,27.8,12.6,1.3,4.3,4.489,0.104,2.8,8.4,4.6,0,2019-06-13,0.0,0.0
우이천,성북구,1,24.8,12.5,1.3,3.4,3.805,0.056,2.2,8.6,2.4,0,2019-06-13,0.0,0.0
정릉천,동대문구,1,19.1,3.6,1.7,3.4,3.771,0.182,2.1,7.4,1.0,1,2019-06-13,0.0,0.0
중랑천4,노원구,1,23.7,9.1,1.4,5.5,4.501,0.109,3.8,7.8,5.8,0,2019-06-13,0.0,0.0
중랑천5,동대문구,1,24.4,8.3,1.7,4.8,3.789,0.103,3.4,7.6,6.6,0,2019-06-13,0.0,0.0
중랑천6,성동구,1,23.6,5.5,2.5,7.5,11.214,0.244,4.7,7.1,4.6,2,2019-06-13,0.0,0.0
청계천1,중구,1,22.0,9.2,0.3,1.9,1.46,0.015,1.5,7.6,1.8,0,2019-06-13,0.0,0.0
청계천2,성동구,1,25.4,10.0,0.7,2.1,1.449,0.02,1.7,8.0,0.8,0,2019-06-13,0.0,0.0
청계천3,성동구,1,22.9,9.6,1.7,2.8,1.718,0.05,2.1,7.9,2.6,0,2019-06-13,0.0,0.0
탄천6,강남구,1,26.4,7.6,3.0,7.3,8.091,0.083,4.7,7.3,5.6,1,2019-06-13,0.0,0.0
홍제천,마포구,1,22.3,11.2,2.0,3.5,5.321,0.076,2.3,7.9,0.4,0,2019-06-13,0.0,0.0
감이천,송파구,2,30.5,10.3,2.7,8.1,2.167,0.183,2.9,9.0,21.4,1,2019-06-13,0.0,0.0
망월천,강동구,2,27.2,9.8,3.0,6.9,3.798,0.196,2.0,8.6,54.0,1,2019-06-13,0.0,0.0
양재천1,서초구,2,25.9,6.6,1.4,5.4,7.282,0.118,2.1,7.5,11.2,0,2019-06-13,0.0,0.0
초이천,강동구,2,26.0,10.3,4.2,5.8,3.284,0.214,1.8,8.5,7.2,1,2019-06-13,0.0,0.0
구의,강동구,2,22.8,10.3,1.5,4.8,2.265,0.025,2.4,9.1,4.0,0,2019-06-14,0.0,0.0
노량진,용산구,2,23.5,6.8,1.6,4.5,3.865,0.06,2.5,7.8,3.7,0,2019-06-14,0.0,0.0
안양천9,구로구,2,23.6,6.2,3.1,10.4,8.075,0.13,5.5,7.8,10.1,2,2019-06-14,0.0,0.0
중랑천3,도봉구,2,24.7,8.6,2.9,8.4,6.37,0.205,4.2,7.7,12.5,2,2019-06-14,0.0,0.0
가양,강서구,3,23.8,5.7,6.3,7.3,5.073,0.208,3.4,7.5,22.4,3,2019-06-19,0.0,0.0
목감천2,구로구,3,23.9,10.6,4.5,10.0,6.596,0.263,4.8,7.6,30.0,3,2019-06-19,0.5,0.0
안양천8,구로구,3,25.0,9.4,3.2,12.0,7.932,0.126,5.2,7.6,10.4,2,2019-06-19,0.5,0.0
감이천,송파구,3,28.4,10.0,2.0,6.2,1.973,0.106,2.2,8.7,13.0,0,2019-06-20,0.0,0.0
구의,강동구,3,22.9,8.7,1.5,4.2,1.785,0.03,2.3,8.4,3.0,0,2019-06-20,0.0,0.0
노량진,용산구,3,23.5,6.7,2.4,4.8,3.95,0.11,2.9,7.7,12.6,0,2019-06-20,0.0,0.0
망월천,강동구,3,24.0,8.9,6.1,8.7,4.876,0.37,2.9,8.4,20.4,3,2019-06-20,0.0,0.0
안양천9,구로구,3,24.4,6.6,3.1,9.2,7.135,0.13,5.6,7.6,9.9,2,2019-06-20,0.0,0.0
양재천1,서초구,3,25.0,6.8,1.2,5.9,6.596,0.15,2.4,7.6,11.0,0,2019-06-20,0.0,0.0
중랑천3,도봉구,3,25.2,7.9,4.1,8.5,5.85,0.22,4.9,7.6,11.3,2,2019-06-20,0.0,0.0
초이천,강동구,3,24.9,7.2,4.3,6.0,3.661,0.294,2.0,8.0,6.8,1,2019-06-20,0.0,0.0
가양,강서구,4,25.0,9.1,1.9,6.1,2.828,0.045,3.3,8.6,7.6,0,2019-06-20,0.0,0.0
감이천,송파구,4,34.2,10.5,3.8,10.3,2.277,0.114,5.2,9.5,9.6,2,2019-06-25,0.0,0.0
망월천,강동구,4,27.1,8.1,5.8,7.2,4.227,0.335,3.5,8.2,24.8,3,2019-06-25,0.0,0.0
양재천1,서초구,4,28.5,7.8,1.3,5.9,5.345,0.145,3.4,7.8,9.0,0,2019-06-25,0.0,0.0
초이천,강동구,4,27.2,10.2,2.8,5.6,3.091,0.246,3.0,8.5,4.4,1,2019-06-25,0.0,0.0
구의,강동구,4,24.3,9.6,1.2,4.1,1.805,0.02,2.3,8.8,2.8,0,2019-06-27,1.0,0.0
노량진,용산구,4,26.0,9.7,2.7,6.7,4.375,0.05,3.4,8.3,6.5,0,2019-06-27,1.0,0.0
목감천2,구로구,4,28.0,11.6,3.0,8.3,7.309,0.217,4.9,8.2,25.0,2,2019-06-27,1.0,0.0
안양천8,구로구,4,28.7,9.9,2.8,12.4,7.2,0.366,5.0,7.8,20.0,2,2019-06-27,1.0,0.0
안양천9,구로구,4,25.5,6.1,5.1,10.0,7.275,0.15,5.6,7.8,18.9,3,2019-06-27,1.0,0.0
중랑천3,도봉구,4,26.8,8.5,3.7,7.8,6.105,0.185,4.5,7.8,9.1,1,2019-06-27,1.0,0.0
감이천,송파구,1,24.7,12.3,2.4,5.4,3.997,0.111,2.8,8.6,11.4,0,2019-07-01,0.0,0.0
망월천,강동구,1,25.7,10.1,2.8,5.4,2.477,0.117,2.1,9.0,43.6,1,2019-07-01,0.0,0.0
양재천1,서초구,1,26.3,7.4,1.5,5.0,6.66,0.097,2.4,7.6,10.2,0,2019-07-01,0.0,0.0
초이천,강동구,1,25.3,9.5,2.5,4.6,2.784,0.276,1.8,8.6,7.1,1,2019-07-01,0.0,0.0
목감천2,구로구,1,26.1,8.8,3.2,7.4,7.132,0.217,5.3,7.7,29.6,4,2019-07-03,0.0,0.0
안양천8,구로구,1,26.2,8.7,4.6,11.3,6.46,0.156,6.3,7.5,40.0,3,2019-07-03,0.0,0.0
고덕천,강동구,1,22.8,9.1,0.4,3.7,2.494,0.094,1.4,7.9,18.2,0,2019-07-04,0.0,0.0
구의,강동구,1,24.3,9.2,1.8,6.7,1.795,0.025,2.6,8.6,3.2,0,2019-07-04,0.0,0.0
노량진,용산구,1,25.7,8.7,3.1,8.5,4.575,0.09,3.5,8.1,15.7,1,2019-07-04,0.0,0.0
목감천1,구로구,1,28.2,10.0,1.2,7.2,7.685,0.203,3.9,7.8,19.8,2,2019-07-04,0.0,0.0
성내천,강동구,1,24.3,7.7,4.7,8.7,1.739,0.175,3.7,7.9,17.4,1,2019-07-04,0.0,0.0
성북천,동대문구,1,21.2,7.2,0.9,2.0,3.555,0.035,1.1,7.4,1.8,0,2019-07-04,0.0,0.0
안양천10,양천구,1,26.6,5.7,1.8,7.8,5.168,0.115,4.2,7.4,7.0,1,2019-07-04,0.0,0.0
안양천9,구로구,1,26.1,6.4,2.0,11.8,9.02,0.135,7.3,7.5,12.8,2,2019-07-04,0.0,0.0
양재천2,강남구,1,24.0,10.3,0.6,4.5,5.55,0.107,2.4,7.8,12.6,0,2019-07-04,0.0,0.0
우이천,성북구,1,29.8,13.2,1.2,4.0,4.263,0.071,2.1,8.5,4.6,0,2019-07-04,0.0,0.0
정릉천,동대문구,1,22.3,11.9,0.5,2.3,5.452,0.044,1.1,8.3,0.8,0,2019-07-04,0.0,0.0
중랑천3,도봉구,1,27.6,8.8,3.5,8.4,7.13,0.18,4.4,7.8,9.0,1,2019-07-04,0.0,0.0
중랑천4,노원구,1,27.1,10.7,1.9,6.7,6.052,0.183,3.5,8.0,11.4,0,2019-07-04,0.0,0.0
중랑천5,동대문구,1,25.3,10.7,1.3,5.0,5.508,0.079,2.9,8.3,6.2,0,2019-07-04,0.0,0.0
중랑천6,성동구,1,27.5,7.9,4.0,8.0,12.381,0.258,3.8,7.7,13.0,2,2019-07-04,0.0,0.0
청계천1,중구,1,24.1,8.7,0.1,1.7,1.312,0.007,1.3,7.5,1.0,0,2019-07-04,0.0,0.0
청계천2,성동구,1,24.1,8.9,0.2,2.3,1.335,0.013,1.2,7.5,5.0,0,2019-07-04,0.0,0.0
청계천3,성동구,1,27.6,12.0,0.8,3.3,1.299,0.054,1.4,8.7,4.0,0,2019-07-04,0.0,0.0
탄천6,강남구,1,25.7,8.1,1.7,6.5,8.136,0.107,3.9,7.7,2.4,0,2019-07-04,0.0,0.0
홍제천,마포구,1,26.0,8.9,4.8,5.2,3.179,0.081,2.5,7.9,9.2,0,2019-07-04,0.0,0.0
가양,강서구,2,26.8,7.6,3.0,7.0,4.004,0.108,3.4,8.2,31.6,1,2019-07-09,0.0,0.0
목감천2,구로구,2,24.1,9.0,3.6,7.6,9.56,0.21,4.9,7.9,25.2,3,2019-07-10,6.0,0.0
안양천8,구로구,2,24.7,8.1,4.6,9.9,8.577,0.136,6.0,7.6,18.8,2,2019-07-10,6.0,0.0
감이천,송파구,2,22.6,9.7,4.0,7.9,2.526,0.21,4.9,8.6,8.3,2,2019-07-11,4.0,0.0
망월천,강동구,2,23.3,7.6,4.3,7.5,3.587,0.103,4.4,8.6,53.0,2,2019-07-11,3.5,0.0
양재천1,서초구,2,24.0,7.8,2.3,6.4,4.971,0.13,3.9,7.8,13.4,0,2019-07-11,5.5,0.0
초이천,강동구,2,22.6,7.0,5.4,6.4,3.423,0.212,3.7,7.8,10.0,2,2019-07-11,3.5,0.0
구의,강동구,2,23.5,9.0,1.9,4.5,1.74,0.035,2.6,8.4,7.3,0,2019-07-12,0.0,0.0
노량진,용산구,2,25.2,6.9,2.0,5.3,4.58,0.09,3.0,7.8,5.9,0,2019-07-12,0.0,0.0
